APPLICATION_ID, REQUEST_GROUP_ID, REQUEST_UNIT_TYPE, UNIT_APPLICATION_ID, REQUEST_UNIT_ID, LAST_UPDATE_DATE, LAST_UPDATED_BY, CREATION_DATE, CREATED_BY, LAST_UPDATE_LOGIN
800,989,P,801,43967,26.09.02,2,26.09.02,2,0
800,989,P,801,43993,06.02.03,2,06.02.03,2,0
800,989,P,801,44963,04.12.03,2,04.12.03,2,0
800,989,P,802,33118,19.01.04,2,19.01.04,2,0
800,989,P,802,44407,19.01.04,2,19.01.04,2,0
800,989,P,805,39300,19.04.01,2,19.04.01,2,0
800,989,P,805,39301,19.04.01,2,19.04.01,2,0
800,989,P,805,39302,19.04.01,2,19.04.01,2,0
800,989,P,805,39312,19.04.01,2,19.04.01,2,0
800,989,P,805,39315,19.04.01,2,19.04.01,2,0
800,989,P,805,39316,19.04.01,2,19.04.01,2,0
800,989,P,805,39317,19.04.01,2,19.04.01,2,0
800,989,P,805,39318,19.04.01,2,19.04.01,2,0
800,989,P,805,39507,19.04.01,2,19.04.01,2,0
800,989,P,8302,41401,19.04.01,2,19.04.01,2,0
800,989,P,8302,40837,19.04.01,2,19.04.01,2,0
800,1000,P,805,39321,19.04.01,2,19.04.01,2,0
800,1092,P,8302,43349,10.01.03,2,10.01.03,2,0
800,1092,P,8302,43351,10.01.03,2,10.01.03,2,0
800,1092,S,800,42,10.01.03,2,10.01.03,2,0
800,1092,S,800,525,10.01.03,2,10.01.03,2,0
800,1092,S,800,526,10.01.03,2,10.01.03,2,0
800,1092,S,801,440,10.01.03,2,10.01.03,2,0
101,111,P,0,33079,23.04.18,2257,23.04.18,2257,9492623
101,111,P,0,33147,23.04.18,2257,23.04.18,2257,9492623
101,111,P,101,172341,09.05.18,2424,09.05.18,2424,9817556
800,1000,P,805,39322,19.04.01,2,19.04.01,2,0
101,1708,P,222,149341,06.06.18,2257,06.06.18,2257,10321083
222,97,P,222,174341,16.05.18,2424,16.05.18,2424,9943909
101,1708,P,101,139341,06.06.18,2257,06.06.18,2257,10321083
101,1708,P,101,154340,06.06.18,2257,06.06.18,2257,10321083
101,1708,P,200,143340,06.06.18,2257,06.06.18,2257,10321083
800,977,P,801,41710,21.01.01,2,21.01.01,2,0
800,977,P,801,41709,22.01.01,2,22.01.01,2,0
800,977,P,801,41708,18.01.02,2,18.01.02,2,0
800,977,P,801,41706,01.03.01,2,01.03.01,2,0
800,977,P,801,41707,01.03.01,2,01.03.01,2,0
800,977,P,801,42519,09.07.01,2,09.07.01,2,0
800,977,P,801,42526,30.07.01,2,30.07.01,2,0
800,977,P,801,42528,30.07.01,2,30.07.01,2,0
800,977,P,801,42531,19.09.01,2,19.09.01,2,0
800,977,P,801,43939,13.08.02,2,13.08.02,2,0
800,930,P,805,39322,03.02.03,2,03.02.03,2,0
800,930,P,805,39334,03.02.03,2,03.02.03,2,0
800,1126,A,802,802,24.07.03,2,24.07.03,2,0
800,930,P,805,39335,03.02.03,2,03.02.03,2,0
800,1126,P,453,42312,24.07.03,2,24.07.03,2,0
800,930,P,805,39507,03.02.03,2,03.02.03,2,0
800,1126,P,453,42309,24.07.03,2,24.07.03,2,0
800,930,P,805,42140,03.02.03,2,03.02.03,2,0
800,1126,P,453,42895,24.07.03,2,24.07.03,2,0
800,1126,P,453,42897,24.07.03,2,24.07.03,2,0
800,1126,P,453,42896,24.07.03,2,24.07.03,2,0
800,930,P,805,42141,03.02.03,2,03.02.03,2,0
800,1126,P,800,32406,24.07.03,2,24.07.03,2,0
800,930,P,805,42152,03.02.03,2,03.02.03,2,0
800,1126,P,800,32408,24.07.03,2,24.07.03,2,0
101,1708,P,200,149340,06.06.18,2257,06.06.18,2257,10321083
800,930,P,805,42751,03.02.03,2,03.02.03,2,0
800,1126,P,800,32409,24.07.03,2,24.07.03,2,0
800,930,P,805,43400,03.02.03,2,03.02.03,2,0
800,1126,P,800,32410,24.07.03,2,24.07.03,2,0
800,930,P,805,43401,03.02.03,2,03.02.03,2,0
800,1126,P,800,32411,24.07.03,2,24.07.03,2,0
800,930,P,805,43402,03.02.03,2,03.02.03,2,0
800,1126,P,800,32412,24.07.03,2,24.07.03,2,0
800,930,P,805,42750,03.02.03,2,03.02.03,2,0
800,1126,P,800,32413,24.07.03,2,24.07.03,2,0
101,1708,P,200,143341,06.06.18,2257,06.06.18,2257,10321083
800,930,P,805,42747,03.02.03,2,03.02.03,2,0
800,930,P,805,42752,03.02.03,2,03.02.03,2,0
800,930,P,805,43484,03.02.03,2,03.02.03,2,0
800,1000,P,805,39323,19.04.01,2,19.04.01,2,0
800,167,P,800,45003,06.01.03,2,06.01.03,2,0
800,1000,P,805,39328,19.04.01,2,19.04.01,2,0
800,1000,P,805,39334,19.04.01,2,19.04.01,2,0
800,930,P,805,43486,03.02.03,2,03.02.03,2,0
800,930,P,805,43491,03.02.03,2,03.02.03,2,0
800,930,P,8302,41401,03.02.03,2,03.02.03,2,0
800,930,P,8302,40837,03.02.03,2,03.02.03,2,0
800,930,P,8302,41402,03.02.03,2,03.02.03,2,0
800,930,P,8302,41403,03.02.03,2,03.02.03,2,0
800,1126,P,800,32414,24.07.03,2,24.07.03,2,0
800,930,P,8302,41404,03.02.03,2,03.02.03,2,0
800,930,P,8302,41407,03.02.03,2,03.02.03,2,0
800,930,P,8302,41408,03.02.03,2,03.02.03,2,0
800,1126,P,800,32416,24.07.03,2,24.07.03,2,0
800,1126,P,800,32514,24.07.03,2,24.07.03,2,0
800,1126,P,800,32521,24.07.03,2,24.07.03,2,0
800,1126,P,800,32526,24.07.03,2,24.07.03,2,0
800,930,P,8302,41409,03.02.03,2,03.02.03,2,0
800,930,P,8302,41410,03.02.03,2,03.02.03,2,0
800,1000,P,805,39335,19.04.01,2,19.04.01,2,0
800,1000,P,805,39507,19.04.01,2,19.04.01,2,0
800,1000,P,805,39702,19.04.01,2,19.04.01,2,0
800,1000,P,805,42699,19.04.01,2,19.04.01,2,0
800,1000,P,805,40292,19.04.01,2,19.04.01,2,0
800,1000,P,805,40291,19.04.01,2,19.04.01,2,0
800,1000,P,805,40293,19.04.01,2,19.04.01,2,0
800,1000,P,805,40294,19.04.01,2,19.04.01,2,0
800,1000,P,805,42135,19.04.01,2,19.04.01,2,0
800,1000,P,805,42136,19.04.01,2,19.04.01,2,0
800,1000,P,805,42137,19.04.01,2,19.04.01,2,0
800,1000,P,805,42139,19.04.01,2,19.04.01,2,0
800,1000,P,805,42143,15.10.01,2,15.10.01,2,0
800,1000,P,805,42149,12.10.01,2,12.10.01,2,0
800,1000,P,805,42151,12.10.01,2,12.10.01,2,0
800,1001,P,800,32896,02.05.01,2,02.05.01,2,0
101,1708,P,222,143342,06.06.18,2257,06.06.18,2257,10321083
800,930,P,8302,41411,03.02.03,2,03.02.03,2,0
800,930,P,8302,43349,03.02.03,2,03.02.03,2,0
800,930,P,8302,43351,03.02.03,2,03.02.03,2,0
800,930,S,800,42,03.02.03,2,03.02.03,2,0
800,1126,P,800,32848,24.07.03,2,24.07.03,2,0
800,930,S,800,525,03.02.03,2,03.02.03,2,0
800,930,S,800,526,03.02.03,2,03.02.03,2,0
800,930,S,801,440,03.02.03,2,03.02.03,2,0
800,1126,P,800,32849,24.07.03,2,24.07.03,2,0
800,1126,P,800,32850,24.07.03,2,24.07.03,2,0
800,1126,P,800,32851,24.07.03,2,24.07.03,2,0
800,1126,P,800,32895,24.07.03,2,24.07.03,2,0
800,1126,P,800,33278,24.07.03,2,24.07.03,2,0
800,1126,P,800,33281,24.07.03,2,24.07.03,2,0
800,1126,P,800,33339,24.07.03,2,24.07.03,2,0
800,1126,P,800,33340,24.07.03,2,24.07.03,2,0
800,1126,P,800,33341,24.07.03,2,24.07.03,2,0
800,1126,P,800,33342,24.07.03,2,24.07.03,2,0
800,1126,P,800,33606,24.07.03,2,24.07.03,2,0
800,1000,P,805,42747,25.07.02,2,25.07.02,2,0
800,1000,P,805,42752,25.07.02,2,25.07.02,2,0
800,1000,P,8302,41401,19.04.01,2,19.04.01,2,0
800,1000,P,8302,40837,19.04.01,2,19.04.01,2,0
800,1000,P,8302,41402,19.04.01,2,19.04.01,2,0
800,1000,P,8302,41403,19.04.01,2,19.04.01,2,0
800,1000,P,8302,41404,19.04.01,2,19.04.01,2,0
800,1000,P,8302,41407,19.04.01,2,19.04.01,2,0
800,1000,P,8302,41408,19.04.01,2,19.04.01,2,0
800,1000,P,8302,41409,19.04.01,2,19.04.01,2,0
800,1000,P,8302,41410,19.04.01,2,19.04.01,2,0
800,1000,P,8302,41411,19.04.01,2,19.04.01,2,0
800,1000,S,800,42,19.04.01,2,19.04.01,2,0
800,1000,S,801,508,26.09.01,2,26.09.01,2,0
800,1092,P,805,39318,10.01.03,2,10.01.03,2,0
800,1092,P,805,39319,10.01.03,2,10.01.03,2,0
800,1092,P,805,39320,10.01.03,2,10.01.03,2,0
800,1092,P,805,39321,10.01.03,2,10.01.03,2,0
800,1092,P,805,39322,10.01.03,2,10.01.03,2,0
800,1092,P,805,39334,10.01.03,2,10.01.03,2,0
800,1092,P,805,39335,10.01.03,2,10.01.03,2,0
800,1092,P,805,39507,10.01.03,2,10.01.03,2,0
800,1092,P,805,42140,10.01.03,2,10.01.03,2,0
800,1092,P,805,42141,10.01.03,2,10.01.03,2,0
800,1092,P,805,42152,10.01.03,2,10.01.03,2,0
800,1092,P,805,42751,10.01.03,2,10.01.03,2,0
800,1092,P,805,43400,10.01.03,2,10.01.03,2,0
800,1092,P,805,43401,10.01.03,2,10.01.03,2,0
800,1092,P,805,43402,10.01.03,2,10.01.03,2,0
800,1092,P,805,42750,10.01.03,2,10.01.03,2,0
800,1092,P,805,42747,10.01.03,2,10.01.03,2,0
800,1092,P,805,42752,10.01.03,2,10.01.03,2,0
800,1092,P,805,43484,10.01.03,2,10.01.03,2,0
800,1092,P,805,43486,10.01.03,2,10.01.03,2,0
800,1092,P,805,43491,10.01.03,2,10.01.03,2,0
800,1092,P,805,43502,20.01.03,2,20.01.03,2,0
800,1092,P,8302,41401,10.01.03,2,10.01.03,2,0
800,1092,P,8302,40837,10.01.03,2,10.01.03,2,0
800,1092,P,8302,41402,10.01.03,2,10.01.03,2,0
800,1092,P,8302,41403,10.01.03,2,10.01.03,2,0
800,1092,P,8302,41404,10.01.03,2,10.01.03,2,0
800,1092,P,8302,41407,10.01.03,2,10.01.03,2,0
800,1092,P,8302,41408,10.01.03,2,10.01.03,2,0
800,1092,P,8302,41409,10.01.03,2,10.01.03,2,0
800,1092,P,8302,41410,10.01.03,2,10.01.03,2,0
800,1092,P,8302,41411,10.01.03,2,10.01.03,2,0
800,1126,P,800,36375,24.07.03,2,24.07.03,2,0
800,886,A,802,802,27.06.01,2,27.06.01,2,0
800,886,P,453,42312,10.10.02,2,10.10.02,2,0
800,886,P,453,42309,10.10.02,2,10.10.02,2,0
800,886,P,453,42895,10.10.02,2,10.10.02,2,0
800,886,P,453,42897,10.10.02,2,10.10.02,2,0
800,1126,P,800,38623,24.07.03,2,24.07.03,2,0
800,1126,P,800,39364,24.07.03,2,24.07.03,2,0
800,1126,P,800,40341,24.07.03,2,24.07.03,2,0
800,1126,P,800,40342,24.07.03,2,24.07.03,2,0
800,1126,P,800,41398,24.07.03,2,24.07.03,2,0
800,1126,P,800,41400,24.07.03,2,24.07.03,2,0
800,1126,P,800,41781,24.07.03,2,24.07.03,2,0
800,1126,P,800,41399,24.07.03,2,24.07.03,2,0
800,1126,P,800,41788,24.07.03,2,24.07.03,2,0
800,1126,P,800,41791,24.07.03,2,24.07.03,2,0
800,1126,P,800,41790,02.04.04,2,02.04.04,2,0
800,1126,P,800,40383,24.07.03,2,24.07.03,2,0
800,1126,P,800,42600,24.07.03,2,24.07.03,2,0
800,1126,P,800,42601,24.07.03,2,24.07.03,2,0
800,886,P,453,42896,10.10.02,2,10.10.02,2,0
800,886,P,800,32406,14.09.00,2,14.09.00,2,0
800,886,P,800,32408,14.09.00,2,14.09.00,2,0
800,886,P,800,32409,14.09.00,2,14.09.00,2,0
800,886,P,800,32410,14.09.00,2,14.09.00,2,0
800,886,P,800,32411,14.09.00,2,14.09.00,2,0
800,886,P,800,32412,14.09.00,2,14.09.00,2,0
800,886,P,800,32413,14.09.00,2,14.09.00,2,0
800,886,P,800,32414,14.09.00,2,14.09.00,2,0
800,886,P,800,32416,14.09.00,2,14.09.00,2,0
800,886,P,800,32514,14.09.00,2,14.09.00,2,0
800,886,P,800,32521,14.09.00,2,14.09.00,2,0
800,886,P,800,32526,14.09.00,2,14.09.00,2,0
800,886,P,800,32848,14.09.00,2,14.09.00,2,0
800,886,P,800,32849,14.09.00,2,14.09.00,2,0
800,886,P,800,32850,14.09.00,2,14.09.00,2,0
800,886,P,800,32851,14.09.00,2,14.09.00,2,0
800,886,P,800,32895,14.09.00,2,14.09.00,2,0
800,886,P,800,33278,14.09.00,2,14.09.00,2,0
800,886,P,800,33281,14.09.00,2,14.09.00,2,0
800,886,P,800,33339,14.09.00,2,14.09.00,2,0
800,886,P,800,33340,14.09.00,2,14.09.00,2,0
800,886,P,800,33341,14.09.00,2,14.09.00,2,0
800,886,P,800,33342,14.09.00,2,14.09.00,2,0
800,886,P,800,33606,14.09.00,2,14.09.00,2,0
800,886,P,800,36375,14.09.00,2,14.09.00,2,0
800,886,P,800,37297,14.09.00,2,14.09.00,2,0
800,886,P,800,37395,14.09.00,2,14.09.00,2,0
800,886,P,800,38623,14.09.00,2,14.09.00,2,0
800,886,P,800,39364,12.06.02,2,12.06.02,2,0
800,886,P,800,40341,01.01.80,2,01.01.80,2,0
800,886,P,800,40342,01.01.80,2,01.01.80,2,0
800,886,P,800,41398,01.01.80,2,01.01.80,2,0
800,886,P,800,41400,01.01.80,2,01.01.80,2,0
800,886,P,800,41781,27.06.01,2,27.06.01,2,0
800,886,P,800,41399,12.09.01,2,12.09.01,2,0
800,886,P,800,41788,12.09.01,2,12.09.01,2,0
800,886,P,800,41791,12.09.01,2,12.09.01,2,0
800,886,P,800,41790,02.04.04,2,02.04.04,2,0
800,886,P,800,40383,12.09.01,2,12.09.01,2,0
800,886,P,800,40146,27.08.02,2,27.08.02,2,0
800,886,P,800,42600,12.09.01,2,12.09.01,2,0
800,886,P,800,42601,12.09.01,2,12.09.01,2,0
800,886,P,800,42603,12.09.01,2,12.09.01,2,0
800,992,P,805,39300,18.08.00,2,18.08.00,2,0
800,992,P,805,39301,18.08.00,2,18.08.00,2,0
800,992,P,805,39302,18.08.00,2,18.08.00,2,0
800,992,P,805,39312,18.08.00,2,18.08.00,2,0
800,992,P,805,39315,18.08.00,2,18.08.00,2,0
800,992,P,805,39316,18.08.00,2,18.08.00,2,0
800,992,P,805,39317,18.08.00,2,18.08.00,2,0
800,992,P,805,39318,18.08.00,2,18.08.00,2,0
800,992,P,805,39507,18.08.00,2,18.08.00,2,0
800,1126,P,800,42603,24.07.03,2,24.07.03,2,0
800,1126,P,800,42599,24.07.03,2,24.07.03,2,0
800,1126,P,800,42607,24.07.03,2,24.07.03,2,0
800,1126,P,800,42617,24.07.03,2,24.07.03,2,0
800,1126,P,800,42618,24.07.03,2,24.07.03,2,0
800,1126,P,800,42614,24.07.03,2,24.07.03,2,0
800,1126,P,800,43338,24.07.03,2,24.07.03,2,0
800,1126,P,800,44009,24.07.03,2,24.07.03,2,0
800,1126,P,800,45002,24.07.03,2,24.07.03,2,0
800,1126,P,800,45007,24.07.03,2,24.07.03,2,0
800,1126,P,800,45006,24.07.03,2,24.07.03,2,0
800,1126,P,800,45009,24.07.03,2,24.07.03,2,0
800,1126,P,800,45010,24.07.03,2,24.07.03,2,0
800,1126,P,800,45012,24.07.03,2,24.07.03,2,0
800,1126,P,800,45011,24.07.03,2,24.07.03,2,0
800,1126,P,800,45016,11.08.03,2,11.08.03,2,0
800,1126,P,800,45017,11.08.03,2,11.08.03,2,0
800,1126,P,801,33040,24.07.03,2,24.07.03,2,0
800,1126,P,801,33096,24.07.03,2,24.07.03,2,0
800,1126,P,801,33099,24.07.03,2,24.07.03,2,0
800,939,P,805,43401,04.02.03,2,04.02.03,2,0
800,939,P,805,43402,04.02.03,2,04.02.03,2,0
800,939,P,805,42750,04.02.03,2,04.02.03,2,0
800,939,P,805,42747,04.02.03,2,04.02.03,2,0
800,939,P,805,42752,04.02.03,2,04.02.03,2,0
800,1126,P,801,33100,24.07.03,2,24.07.03,2,0
800,1126,P,801,33103,24.07.03,2,24.07.03,2,0
800,1126,P,801,33104,24.07.03,2,24.07.03,2,0
800,939,P,805,43484,04.02.03,2,04.02.03,2,0
800,939,P,805,43486,04.02.03,2,04.02.03,2,0
800,939,P,805,43491,04.02.03,2,04.02.03,2,0
800,939,P,8302,41401,04.02.03,2,04.02.03,2,0
800,939,P,8302,40837,04.02.03,2,04.02.03,2,0
800,939,P,8302,41402,04.02.03,2,04.02.03,2,0
800,939,P,8302,41403,04.02.03,2,04.02.03,2,0
800,939,P,8302,41404,04.02.03,2,04.02.03,2,0
800,1126,P,801,33105,24.07.03,2,24.07.03,2,0
800,939,P,8302,41407,04.02.03,2,04.02.03,2,0
800,939,P,8302,41408,04.02.03,2,04.02.03,2,0
800,939,P,8302,41409,04.02.03,2,04.02.03,2,0
800,939,P,8302,41410,04.02.03,2,04.02.03,2,0
800,939,P,8302,41411,04.02.03,2,04.02.03,2,0
800,939,P,8302,43349,04.02.03,2,04.02.03,2,0
800,939,P,8302,43351,04.02.03,2,04.02.03,2,0
800,939,S,800,42,04.02.03,2,04.02.03,2,0
800,939,S,800,525,04.02.03,2,04.02.03,2,0
800,939,S,800,526,04.02.03,2,04.02.03,2,0
800,939,S,801,440,04.02.03,2,04.02.03,2,0
800,1126,P,801,33106,24.07.03,2,24.07.03,2,0
800,1126,P,801,33107,24.07.03,2,24.07.03,2,0
800,1126,P,801,33108,24.07.03,2,24.07.03,2,0
800,1126,P,801,33109,24.07.03,2,24.07.03,2,0
800,1126,P,801,33110,24.07.03,2,24.07.03,2,0
800,1126,P,801,33113,24.07.03,2,24.07.03,2,0
800,1126,P,801,33260,24.07.03,2,24.07.03,2,0
800,1126,P,801,33274,24.07.03,2,24.07.03,2,0
800,1126,P,801,33276,24.07.03,2,24.07.03,2,0
800,1126,P,801,33280,24.07.03,2,24.07.03,2,0
800,925,P,8302,44030,18.03.03,2,18.03.03,2,0
800,925,P,8302,45061,20.03.03,2,20.03.03,2,0
279,215,P,280,50444,25.11.08,-1,25.11.08,-1,0
800,925,P,8302,45060,19.09.03,2,19.09.03,2,0
800,998,P,800,32851,02.02.01,2,02.02.01,2,0
800,998,P,800,32895,02.02.01,2,02.02.01,2,0
800,998,P,800,33278,02.02.01,2,02.02.01,2,0
800,925,P,8302,45059,19.09.03,2,19.09.03,2,0
800,925,P,8303,42628,21.03.03,2,21.03.03,2,0
800,998,P,800,32409,02.02.01,2,02.02.01,2,0
800,998,P,800,32410,02.02.01,2,02.02.01,2,0
800,998,P,800,32411,02.02.01,2,02.02.01,2,0
800,998,P,800,32412,02.02.01,2,02.02.01,2,0
800,998,P,800,32413,02.02.01,2,02.02.01,2,0
800,998,P,800,32414,02.02.01,2,02.02.01,2,0
800,998,P,800,32416,02.02.01,2,02.02.01,2,0
800,998,P,800,32514,02.02.01,2,02.02.01,2,0
800,998,P,800,32521,02.02.01,2,02.02.01,2,0
800,998,P,800,32526,02.02.01,2,02.02.01,2,0
800,998,P,800,32848,02.02.01,2,02.02.01,2,0
800,998,P,800,32849,02.02.01,2,02.02.01,2,0
800,998,P,800,32850,02.02.01,2,02.02.01,2,0
279,215,P,280,50438,25.11.08,-1,25.11.08,-1,0
512,865,P,512,52335,11.08.08,121,11.08.08,121,0
800,998,P,800,33281,02.02.01,2,02.02.01,2,0
800,925,P,8303,44033,06.02.03,2,06.02.03,2,0
800,925,P,8303,45063,24.06.03,2,24.06.03,2,0
800,925,P,8303,45065,17.10.03,2,17.10.03,2,0
271,1005,P,271,42690,28.12.04,121,28.12.04,121,0
271,1005,P,271,42691,28.12.04,121,28.12.04,121,0
800,998,P,800,33339,02.02.01,2,02.02.01,2,0
800,998,P,800,33340,02.02.01,2,02.02.01,2,0
800,998,P,800,33341,02.02.01,2,02.02.01,2,0
800,998,P,800,33342,02.02.01,2,02.02.01,2,0
271,1005,P,271,44271,28.12.04,121,28.12.04,121,0
800,925,S,800,706,23.02.04,2,23.02.04,2,0
800,998,P,800,33606,02.02.01,2,02.02.01,2,0
800,998,P,800,36375,02.02.01,2,02.02.01,2,0
800,998,P,800,38623,02.02.01,2,02.02.01,2,0
800,998,P,800,40341,02.02.01,2,02.02.01,2,0
800,998,P,800,40342,02.02.01,2,02.02.01,2,0
800,998,P,800,41398,02.02.01,2,02.02.01,2,0
800,998,P,800,41400,02.02.01,2,02.02.01,2,0
800,998,P,800,41790,02.04.04,2,02.04.04,2,0
800,998,P,800,42591,28.05.01,2,28.05.01,2,0
271,1006,P,271,42688,28.12.04,121,28.12.04,121,0
800,998,P,800,42593,05.06.01,2,05.06.01,2,0
800,998,P,800,42596,11.06.01,2,11.06.01,2,0
800,998,P,800,43338,12.06.02,2,12.06.02,2,0
800,998,P,800,43999,20.08.02,2,20.08.02,2,0
800,998,P,800,43998,21.08.02,2,21.08.02,2,0
800,998,P,800,44001,03.09.02,2,03.09.02,2,0
800,998,P,800,44000,11.09.02,2,11.09.02,2,0
800,998,P,800,44011,23.01.03,2,23.01.03,2,0
800,998,P,801,33040,02.02.01,2,02.02.01,2,0
800,998,P,801,33096,02.02.01,2,02.02.01,2,0
800,998,P,801,33099,02.02.01,2,02.02.01,2,0
800,925,S,805,685,05.12.03,2,05.12.03,2,0
800,998,P,801,33100,02.02.01,2,02.02.01,2,0
800,925,S,8302,520,20.03.03,2,20.03.03,2,0
800,998,P,801,33103,02.02.01,2,02.02.01,2,0
800,998,P,801,33104,02.02.01,2,02.02.01,2,0
800,998,P,801,33105,02.02.01,2,02.02.01,2,0
800,998,P,801,33106,02.02.01,2,02.02.01,2,0
271,1006,P,271,42689,28.12.04,121,28.12.04,121,0
800,998,P,801,33107,02.02.01,2,02.02.01,2,0
800,998,P,801,33108,02.02.01,2,02.02.01,2,0
800,998,P,801,33109,02.02.01,2,02.02.01,2,0
800,998,P,801,33110,02.02.01,2,02.02.01,2,0
800,998,P,801,33260,02.02.01,2,02.02.01,2,0
800,998,P,801,33274,02.02.01,2,02.02.01,2,0
800,998,P,801,33280,02.02.01,2,02.02.01,2,0
800,998,P,801,33329,02.02.01,2,02.02.01,2,0
800,998,P,801,33343,02.02.01,2,02.02.01,2,0
800,998,P,801,33344,02.02.01,2,02.02.01,2,0
800,998,P,801,33583,02.02.01,2,02.02.01,2,0
800,998,P,801,33607,02.02.01,2,02.02.01,2,0
800,998,P,801,33611,02.02.01,2,02.02.01,2,0
800,1001,P,801,33098,02.05.01,2,02.05.01,2,0
800,998,P,801,34056,02.02.01,2,02.02.01,2,0
800,998,P,801,34057,02.02.01,2,02.02.01,2,0
800,998,P,801,36107,02.02.01,2,02.02.01,2,0
800,933,P,801,41339,17.08.00,2,17.08.00,2,0
271,1105,P,271,42688,28.12.04,121,28.12.04,121,0
271,1105,P,271,42689,28.12.04,121,28.12.04,121,0
271,1105,P,271,42690,28.12.04,121,28.12.04,121,0
271,1105,P,271,42691,28.12.04,121,28.12.04,121,0
271,1105,P,271,44271,28.12.04,121,28.12.04,121,0
809,1173,P,809,47023,21.02.05,121,21.02.05,121,0
809,1173,P,809,47025,21.02.05,121,21.02.05,121,0
809,1173,P,809,47027,21.02.05,121,21.02.05,121,0
809,1173,P,809,47026,21.02.05,121,21.02.05,121,0
809,1173,P,809,47028,21.02.05,121,21.02.05,121,0
809,1173,P,809,52353,14.11.08,121,14.11.08,121,0
809,1173,P,809,52354,14.11.08,121,14.11.08,121,0
8400,1369,P,8400,50976,13.04.08,121,13.04.08,121,0
8400,1369,P,8400,52358,18.11.08,121,18.11.08,121,0
722,1047,P,722,40258,29.04.08,121,29.04.08,121,0
724,834,P,724,51301,03.07.08,121,03.07.08,121,0
7002,728,P,7003,51225,21.04.08,121,21.04.08,121,0
7002,729,P,7003,51225,21.04.08,121,21.04.08,121,0
7002,749,P,7003,51225,21.04.08,121,21.04.08,121,0
7002,751,P,7003,51225,21.04.08,121,21.04.08,121,0
7002,763,P,7003,51225,21.04.08,121,21.04.08,121,0
7000,1183,P,7000,51054,21.01.09,121,21.01.09,121,0
800,998,P,801,36108,02.02.01,2,02.02.01,2,0
800,998,P,801,36345,02.02.01,2,02.02.01,2,0
800,998,P,801,37172,02.02.01,2,02.02.01,2,0
800,998,P,801,40260,02.02.01,2,02.02.01,2,0
800,998,P,801,40261,02.02.01,2,02.02.01,2,0
800,998,P,801,41325,02.02.01,2,02.02.01,2,0
800,998,P,801,44916,16.05.03,2,16.05.03,2,0
800,998,P,801,44921,29.08.03,2,29.08.03,2,0
800,998,P,801,44937,05.12.03,2,05.12.03,2,0
800,998,P,801,44949,26.09.03,2,26.09.03,2,0
800,998,P,801,44953,26.09.03,2,26.09.03,2,0
800,998,P,801,44955,12.11.03,2,12.11.03,2,0
800,998,P,801,44965,04.12.03,2,04.12.03,2,0
800,998,P,801,44966,18.12.03,2,18.12.03,2,0
800,998,P,801,44973,18.12.03,2,18.12.03,2,0
800,998,P,801,44970,18.12.03,2,18.12.03,2,0
800,998,P,801,44986,05.02.04,2,05.02.04,2,0
800,1001,P,801,37172,02.05.01,2,02.05.01,2,0
800,998,P,801,44989,05.02.04,2,05.02.04,2,0
800,998,P,801,44988,11.02.04,2,11.02.04,2,0
800,998,P,802,43557,25.02.03,2,25.02.03,2,0
800,998,P,805,39269,14.03.02,2,14.03.02,2,0
7000,1183,P,7000,52371,20.05.08,121,20.05.08,121,0
800,998,P,805,39272,14.03.02,2,14.03.02,2,0
7000,1183,P,7000,52372,17.11.08,121,17.11.08,121,0
800,998,P,805,39273,14.03.02,2,14.03.02,2,0
7002,764,P,7003,51225,21.04.08,121,21.04.08,121,0
800,998,P,805,39300,02.02.01,2,02.02.01,2,0
7000,1184,P,7000,52371,20.05.08,121,20.05.08,121,0
800,998,P,805,39301,02.02.01,2,02.02.01,2,0
7002,765,P,7003,51225,21.04.08,121,21.04.08,121,0
800,998,P,805,39302,02.02.01,2,02.02.01,2,0
800,170,P,800,44998,18.08.00,2,18.08.00,2,0
800,998,P,805,39312,02.02.01,2,02.02.01,2,0
800,998,P,805,39315,02.02.01,2,02.02.01,2,0
800,998,P,805,39316,02.02.01,2,02.02.01,2,0
800,998,P,805,39317,02.02.01,2,02.02.01,2,0
800,998,P,805,39318,02.02.01,2,02.02.01,2,0
800,998,P,805,39334,14.03.02,2,14.03.02,2,0
800,998,P,805,39335,14.03.02,2,14.03.02,2,0
800,998,P,805,39507,02.02.01,2,02.02.01,2,0
800,998,P,805,42152,12.03.02,2,12.03.02,2,0
800,998,P,805,42751,12.03.02,2,12.03.02,2,0
800,998,P,805,43400,14.03.02,2,14.03.02,2,0
800,998,P,805,43401,14.03.02,2,14.03.02,2,0
800,998,P,805,43402,14.03.02,2,14.03.02,2,0
800,998,P,805,42747,14.03.02,2,14.03.02,2,0
800,998,P,805,44226,27.09.03,2,27.09.03,2,0
800,998,P,8303,45066,13.01.04,2,13.01.04,2,0
800,933,P,801,40261,17.08.00,2,17.08.00,2,0
800,933,P,801,41345,17.08.00,2,17.08.00,2,0
800,933,P,801,41340,17.08.00,2,17.08.00,2,0
800,1148,P,800,44992,08.09.05,2,08.09.05,2,0
800,1148,P,800,46332,08.09.05,2,08.09.05,2,0
800,1148,P,800,46346,08.09.05,2,08.09.05,2,0
800,1148,P,800,46338,08.09.05,2,08.09.05,2,0
222,1052,P,222,46504,15.07.05,120,15.07.05,120,0
